Index,Column,Value,Rank
34116,20725,1,179
34116,20751,1,180
34116,20935,1,181
34116,21289,1,182
34116,21503,1,183
34116,21543,5,12
34116,21619,1,184
34116,21715,1,185
34116,21831,1,186
34116,21962,1,187
34116,22038,1,188
34116,22244,1,189
34116,22328,1,190
34116,22612,1,191
34116,22664,1,192
34116,22751,1,193
34116,22821,1,194
34116,22960,1,195
34116,22971,1,196
34116,22982,2,39
34116,23045,1,197
34116,23186,1,198
34116,23196,1,199
34116,23289,2,40
34116,23299,1,200
34116,23333,1,201
34116,23354,2,41
34116,23372,3,22
34116,23939,1,202
34116,23961,1,203
34116,23970,1,204
34116,24425,1,205
34116,24476,1,206
34116,24511,1,207
34116,24665,1,208
34116,24683,3,23
34116,25080,1,209
34116,25124,2,42
34116,25212,1,210
34116,25724,1,211
34116,25762,1,212
34116,25824,1,213
34116,25961,2,43
34116,25995,1,214
34116,26024,28,2
34116,26068,1,215
34116,26088,1,216
34116,26106,1,217
34116,26146,1,218
34116,26342,1,219
34116,26537,1,220
34116,26606,1,221
34116,26694,1,222
34116,26750,1,223
34116,26825,1,224
34116,27118,1,225
34116,27189,1,226
34116,27232,1,227
34116,27259,1,228
34116,27305,1,229
34116,27506,1,230
34116,27817,1,231
34116,27868,1,232
34116,28023,1,233
34116,28092,1,234
34116,28214,1,235
34116,28283,4,17
34116,28489,1,236
34116,28684,4,18
34116,28710,2,44
34116,28947,1,237
34116,29406,1,238
34116,29422,1,239
34116,29718,1,240
34116,30134,2,45
34116,30163,2,46
34116,30164,1,241
34116,30274,1,242
34116,30474,1,243
34116,30528,1,244
34116,30573,25,3
34116,30590,1,245
34116,30621,16,4
34116,30681,1,246
34116,31018,1,247
34116,31038,1,248
34116,31099,1,249
34116,31260,1,250
34116,31395,1,251
34116,31398,1,252
34116,31514,1,253
34116,31619,1,254
34116,31620,2,47
34116,31745,1,255
34116,31761,1,256
34116,31768,1,257
34116,31859,1,258
34116,32095,11,7
34116,32213,6,10
34116,32247,1,259
34116,32328,1,260
34116,32522,1,261
34116,32850,2,48
34116,32871,1,262
34116,33105,1,263
34116,33247,1,264
34116,33276,1,265
34116,33524,1,266
34116,33683,1,267
34116,33693,1,268
34116,34178,1,269
34116,34498,1,270
34116,34603,3,24
34116,34792,5,13
34116,34836,1,271
34116,34950,1,272
34116,35281,1,273
34116,35358,1,274
34116,35500,1,275
34116,35666,3,25
34116,35684,1,276
34116,35750,1,277
34116,35899,1,278
34116,35977,15,5
34116,36077,1,279
34116,36084,1,280
34116,36221,1,281
34116,36222,1,282
34116,36288,1,283
34116,36634,1,284
34116,36848,1,285
34116,36963,1,286
34116,36999,1,287
34116,37208,1,288
34116,37701,1,289
34116,37774,1,290
34116,37981,1,291
34116,38181,1,292
34116,38197,2,49
34116,38503,1,293
34116,38538,1,294
34116,38618,1,295
34116,38636,3,26
19251,10,4,7
19251,698,1,21
19251,999,1,22
19251,2316,1,23
19251,2433,1,24
19251,2714,1,25
19251,2817,4,8
19251,2940,1,26
19251,3850,1,27
19251,4764,1,28
19251,5318,1,29
19251,5865,2,11
19251,6135,22,2
19251,6496,2,12
19251,6715,1,30
19251,7692,1,31
19251,8885,1,32
19251,8887,31,1
19251,9915,1,33
19251,10565,15,4
19251,10917,1,34
19251,11734,1,35
19251,12468,2,13
19251,13411,2,14
19251,13712,1,36
19251,13809,1,37
19251,14286,1,38
19251,15202,17,3
19251,15365,2,15
19251,15598,1,39
19251,16115,5,6
19251,16548,1,40
19251,17275,1,41
19251,17315,1,42
19251,17768,1,43
19251,18790,1,44
19251,19310,1,45
19251,19811,1,46
19251,19859,1,47
19251,19893,1,48
19251,19973,1,49
19251,21823,1,50
19251,22425,1,51
19251,22564,1,52
19251,23117,1,53
19251,26177,1,54
19251,26506,1,55
19251,27031,1,56
19251,27386,1,57
19251,27421,1,58
19251,28084,1,59
19251,28348,1,60
19251,29019,1,61
19251,30215,1,62
19251,30226,1,63
19251,30655,2,16
19251,31635,2,17
19251,31849,1,64
19251,31856,4,9
19251,32390,1,65
19251,32621,1,66
19251,32725,1,67
19251,33509,2,18
19251,33594,1,68
19251,34346,4,10
19251,34859,1,69
19251,34988,1,70
19251,35055,1,71
19251,35570,1,72
19251,35572,1,73
19251,37033,2,19
19251,37553,9,5
19251,37717,1,74
19251,37724,2,20
19251,38260,1,75
22985,38,1,65
22985,41,2,30
22985,286,1,66
22985,344,1,67
22985,422,1,68
22985,451,1,69
22985,469,1,70
22985,639,3,22
22985,741,1,71
22985,930,1,72
22985,1015,1,73
22985,1186,1,74
22985,1286,1,75
22985,1352,3,23
22985,1355,1,76
22985,1482,7,9
22985,1513,1,77
22985,1658,1,78
22985,1686,2,31
22985,1766,2,32
22985,1828,2,33
22985,2187,1,79
22985,2347,1,80
22985,2660,5,15
22985,2735,3,24
22985,2794,1,81
22985,3105,1,82
22985,3190,1,83
22985,3215,1,84
22985,3479,1,85
22985,3513,1,86
22985,3531,1,87
22985,3587,7,10
22985,3720,1,88
22985,3756,1,89
22985,3964,1,90
22985,4050,1,91
22985,4132,1,92
22985,4314,1,93
22985,4349,1,94
22985,4352,1,95
22985,4517,1,96
22985,4573,1,97
22985,4673,1,98
22985,4727,1,99
22985,4848,24,1
22985,4849,1,100
22985,4857,2,34
22985,5111,11,4
22985,5169,1,101
22985,5307,1,102
22985,5401,5,16
22985,5474,1,103
22985,5536,1,104
22985,5740,4,19
22985,5889,1,105
22985,6007,1,106
22985,6032,1,107
22985,6178,1,108
22985,6362,2,35
22985,6409,1,109
22985,6598,1,110
22985,6746,5,17
22985,6928,1,111
22985,7005,2,36
22985,7055,1,112
22985,7157,18,3
22985,7159,1,113
22985,7342,1,114
22985,7447,1,115
22985,7462,2,37
22985,7606,1,116
22985,7698,1,117
22985,7846,1,118
22985,8040,1,119
22985,8115,1,120
22985,8194,1,121
22985,8252,1,122
22985,8441,1,123
22985,8481,1,124
22985,8605,8,8
22985,8668,1,125
22985,8917,1,126
22985,9003,2,38
22985,9160,2,39
22985,9198,1,127
22985,9231,1,128
22985,9299,1,129
22985,9314,1,130
22985,9723,1,131
22985,9942,1,132
22985,10052,1,133
22985,10118,1,134
22985,10186,1,135
22985,10412,1,136
22985,10424,1,137
22985,10506,3,25
22985,10517,1,138
22985,10534,1,139
22985,10579,1,140
22985,10610,1,141
22985,10659,1,142
22985,10865,1,143
22985,10919,1,144
22985,11289,1,145
22985,11303,1,146
22985,11314,1,147
22985,11477,4,20
22985,11550,1,148
22985,11760,1,149
22985,11814,6,12
22985,11917,1,150
22985,12029,1,151
22985,12120,1,152
22985,12134,1,153
22985,12333,11,5
22985,12430,1,154
22985,12879,1,155
22985,12912,2,40
22985,12968,1,156
22985,13037,1,157
22985,13152,2,41
22985,13164,2,42
22985,13358,1,158
22985,13360,1,159
22985,13367,1,160
22985,13775,1,161
22985,13868,1,162
22985,13955,1,163
22985,13970,1,164
22985,13972,1,165
22985,14091,1,166
22985,14256,1,167
22985,14325,1,168
22985,14379,1,169
22985,14425,1,170
22985,14447,1,171
22985,14479,1,172
22985,14683,1,173
22985,14781,1,174
22985,14793,2,43
22985,14798,2,44
22985,14804,1,175
22985,14855,1,176
22985,14897,1,177
22985,14933,1,178
22985,15123,1,179
22985,15568,1,180
22985,15598,1,181
22985,15672,3,26
22985,15831,1,182
22985,15856,1,183
22985,15950,1,184
22985,16097,1,185
22985,16195,1,186
22985,16217,1,187
22985,16498,1,188
22985,16704,1,189
22985,16766,1,190
22985,17060,2,45
22985,17103,1,191
22985,17124,1,192
22985,17148,1,193
22985,17313,1,194
22985,17409,1,195
22985,17480,1,196
22985,17578,1,197
22985,17602,1,198
22985,17656,1,199
22985,17671,1,200
22985,17906,1,201
22985,18046,1,202
22985,18051,2,46
22985,18121,1,203
22985,18223,1,204
22985,18261,1,205
22985,18311,1,206
22985,18773,1,207
22985,18865,1,208
22985,18945,1,209
22985,19034,1,210
22985,19239,1,211
22985,19454,3,27
22985,19671,1,212
22985,19716,1,213
22985,19788,1,214
22985,20104,1,215
22985,20151,1,216
22985,20349,1,217
22985,20410,2,47
22985,20467,1,218
22985,20514,1,219
22985,20953,1,220
22985,20978,1,221
22985,21024,2,48
22985,21195,1,222
22985,21360,6,13
22985,21458,1,223
22985,21492,1,224
22985,21515,1,225
22985,21674,1,226
22985,21682,1,227
22985,21827,1,228
22985,21948,2,49
22985,22235,1,229
22985,22260,1,230
22985,22359,1,231
22985,22365,1,232
22985,22475,3,28
22985,22484,1,233
22985,22540,1,234
22985,22557,1,235
22985,22698,1,236
22985,22716,1,237
22985,22752,1,238
22985,22753,1,239
22985,22841,1,240
22985,22868,1,241
22985,22927,1,242
22985,22934,6,14
22985,23186,1,243
22985,23313,1,244
22985,23379,1,245
22985,23554,1,246
22985,23589,1,247
22985,23747,1,248
22985,23938,2,50
22985,23961,1,249
22985,23970,1,250
22985,24348,1,251
22985,24455,7,11
22985,24664,2,51
22985,24828,1,252
22985,24919,1,253
22985,25079,1,254
22985,25241,1,255
22985,25552,1,256
22985,25737,1,257
22985,25774,2,52
22985,25849,1,258
22985,26039,1,259
22985,26312,1,260
22985,26386,1,261
22985,26428,1,262
22985,26496,1,263
22985,26498,1,264
22985,26575,1,265
22985,26623,2,53
22985,26699,2,54
22985,26730,1,266
22985,26937,1,267
22985,27275,1,268
22985,27283,1,269
22985,27394,1,270
22985,27480,1,271
22985,27553,1,272
22985,27757,1,273
22985,27928,1,274
22985,28009,1,275
22985,28053,1,276
22985,28171,1,277
22985,28515,2,55
22985,28529,1,278
22985,28575,1,279
22985,28719,1,280
22985,28761,1,281
22985,28889,2,56
22985,28935,1,282
22985,29345,1,283
22985,29476,1,284
22985,29808,1,285
22985,30074,1,286
22985,30146,2,57
22985,30163,1,287
22985,30184,1,288
22985,30285,1,289
22985,30294,21,2
22985,30431,1,290
22985,30811,1,291
22985,30850,1,292
22985,30863,1,293
22985,30961,2,58
22985,31126,1,294
22985,31227,1,295
22985,31252,2,59
22985,31308,1,296
22985,31442,1,297
22985,31504,1,298
22985,31505,1,299
22985,31620,1,300
22985,31685,1,301
22985,31709,5,18
22985,31859,1,302
22985,31893,1,303
22985,31921,1,304
22985,32101,1,305
22985,32166,1,306
22985,32247,1,307
22985,32253,1,308
22985,32370,11,6
22985,32379,1,309
22985,32406,1,310
22985,32431,1,311
22985,32553,2,60
22985,32561,2,61
22985,32580,1,312
22985,32608,2,62
22985,32623,1,313
22985,32641,1,314
22985,32720,1,315
22985,32871,2,63
22985,33266,1,316
22985,33367,1,317
22985,33411,1,318
22985,33596,1,319
22985,33778,11,7
22985,33818,1,320
22985,34005,1,321
22985,34058,1,322
22985,34085,1,323
22985,34233,1,324
22985,34402,1,325
22985,34604,1,326
22985,34838,1,327
22985,34935,1,328
22985,35487,1,329
22985,35567,1,330
22985,35586,1,331
22985,35648,1,332
22985,35797,1,333
22985,35855,1,334
22985,35994,1,335
22985,36155,3,29
22985,36168,1,336
22985,36280,4,21
22985,36375,1,337
22985,36571,1,338
22985,36714,1,339
22985,36771,1,340
22985,36894,1,341
22985,37011,1,342
22985,37083,1,343
22985,37109,1,344
22985,37220,1,345
22985,37575,1,346
22985,37774,1,347
22985,37793,1,348
22985,37894,1,349
22985,37950,2,64
22985,38396,1,350
22985,38409,1,351
32956,433,1,19
32956,899,1,20
32956,1017,1,21
32956,1166,1,22
32956,1496,2,11
32956,1533,1,23
32956,1677,1,24
32956,2117,1,25
32956,2200,1,26
32956,2483,1,27
32956,3885,1,28
32956,3900,1,29
32956,3985,2,12
32956,4340,1,30
32956,4613,1,31
32956,4972,1,32
32956,5005,1,33
32956,5117,2,13
32956,5263,1,34
32956,5483,1,35
32956,5571,1,36
32956,5669,1,37
32956,5815,1,38
32956,6119,1,39
32956,6132,1,40
32956,6156,1,41
32956,6359,3,8
32956,6590,1,42
32956,6591,1,43
32956,7690,1,44
32956,7731,15,2
32956,7759,1,45
32956,7905,1,46
32956,7922,1,47
32956,8574,1,48
32956,8989,1,49
32956,9359,1,50
32956,9390,1,51
32956,9449,1,52
32956,9470,1,53
32956,9707,1,54
32956,9822,1,55
32956,9907,1,56
32956,10521,2,14
32956,10893,1,57
32956,11072,1,58
32956,11163,1,59
32956,11437,1,60
32956,12339,1,61
32956,12466,1,62
32956,13260,3,9
32956,14350,2,15
32956,14796,1,63
32956,15176,1,64
32956,15813,9,3
32956,15824,1,65
32956,16221,1,66
32956,16227,1,67
32956,16312,1,68
32956,16616,1,69
32956,16760,1,70
32956,16864,1,71
32956,16873,1,72
32956,17068,1,73
32956,17227,1,74
32956,17238,1,75
32956,17398,1,76
32956,17586,1,77
32956,17618,1,78
32956,17666,1,79
32956,17890,1,80
32956,17910,1,81
32956,17993,1,82
32956,18013,1,83
32956,18518,1,84
32956,19116,1,85
32956,19446,1,86
32956,19486,1,87
32956,19969,1,88
32956,20573,1,89
32956,20945,1,90
32956,21398,1,91
32956,21615,1,92
32956,21621,4,5
32956,21886,1,93
32956,21966,1,94
32956,22073,1,95
32956,22345,1,96
32956,22880,1,97
32956,22914,1,98
32956,23000,1,99
32956,23781,1,100
32956,23924,1,101
32956,23941,1,102
32956,24073,1,103
32956,24203,1,104
32956,24213,1,105
32956,24297,1,106
32956,24414,1,107
32956,24820,1,108
32956,24885,1,109
32956,25247,1,110
32956,26156,1,111
32956,26599,2,16
32956,26723,3,10
32956,27453,1,112
32956,27791,1,113
32956,27977,1,114
32956,28040,1,115
32956,28140,1,116
32956,28429,18,1
32956,28897,1,117
32956,28996,1,118
32956,29202,2,17
32956,29456,1,119
32956,30269,2,18
32956,30357,1,120
32956,30498,1,121
32956,30732,1,122
32956,30835,1,123
32956,30984,1,124
32956,32987,1,125
32956,33191,1,126
32956,34494,1,127
32956,34712,1,128
32956,34965,4,6
32956,34986,1,129
32956,35976,1,130
32956,36803,1,131
32956,37136,1,132
32956,37161,1,133
32956,37266,4,7
32956,37494,1,134
32956,37542,1,135
32956,37619,5,4
32956,37690,1,136
32956,37906,1,137
32956,38014,1,138
32956,38176,1,139
32956,38504,1,140
32956,38521,1,141
32956,38630,1,142
14610,103,1,22
14610,155,1,23
14610,383,1,24
14610,805,1,25
14610,917,1,26
14610,1156,1,27
14610,1457,6,3
14610,1809,1,28
14610,2523,2,11
14610,2624,1,29
14610,2791,1,30
14610,3101,1,31
14610,3342,1,32
14610,3817,1,33
14610,3888,1,34
14610,3993,1,35
14610,4026,1,36
14610,4035,1,37
14610,4552,1,38
14610,5790,5,4
14610,5902,3,7
14610,6353,1,39
14610,6614,2,12
14610,7543,1,40
14610,7675,1,41
14610,8062,9,2
14610,8733,1,42
14610,8943,1,43
14610,9110,1,44
14610,9228,1,45
14610,9619,2,13
14610,10578,1,46
14610,10839,1,47
14610,11229,1,48
14610,11556,1,49
14610,11631,1,50
14610,11638,1,51
14610,11653,1,52
14610,11932,1,53
14610,12251,1,54
14610,12878,11,1
14610,12996,1,55
14610,13184,1,56
14610,13712,1,57
14610,14036,1,58
14610,14046,1,59
14610,14454,2,14
14610,14633,4,5
14610,15164,1,60
14610,15407,1,61
14610,15569,2,15
14610,15582,1,62
14610,15753,1,63
14610,16384,1,64
14610,17164,1,65
14610,18886,1,66
14610,18972,2,16
14610,19592,1,67
14610,19772,1,68
14610,20043,3,8
14610,21052,1,69
14610,21093,1,70
14610,21255,1,71
14610,21843,3,9
14610,21989,1,72
14610,22099,1,73
14610,22685,1,74
14610,22917,1,75
14610,22925,1,76
14610,23402,1,77
14610,23881,1,78
14610,24807,2,17
14610,25115,2,18
14610,25614,1,79
14610,25702,1,80
14610,26533,1,81
14610,26729,1,82
14610,27072,1,83
14610,27607,1,84
14610,28299,4,6
14610,28470,1,85
14610,28763,1,86
14610,28778,1,87
14610,29142,1,88
14610,29887,1,89
14610,30612,1,90
14610,31072,1,91
14610,31111,1,92
14610,31275,1,93
14610,32014,1,94
14610,32055,1,95
14610,32287,2,19
14610,34332,1,96
14610,34525,1,97
14610,34681,1,98
14610,34759,2,20
14610,35007,1,99
14610,35683,1,100
14610,35874,1,101
14610,36066,1,102
14610,36793,1,103
14610,36805,1,104
14610,37033,1,105
14610,37227,1,106
14610,37432,1,107
14610,37855,1,108
14610,38136,3,10
14610,38367,2,21
14610,38502,1,109
139,175,1,130
139,189,2,84
139,403,1,131
139,636,3,64
139,720,1,132
139,885,1,133
139,939,1,134
139,996,4,45
139,1197,1,135
139,1413,1,136
139,1535,1,137
139,1569,1,138
139,1595,13,14
139,1663,2,85
139,1706,1,139
139,1719,2,86
139,1744,1,140
139,1757,1,141
139,1770,2,87
139,1817,3,65
139,1936,1,142
139,1941,1,143
139,2311,1,144
139,2358,2,88
139,2413,1,145
139,2445,1,146
139,2521,1,147
139,2566,1,148
139,2599,1,149
139,2635,8,24
139,2734,1,150
139,2787,1,151
139,2849,1,152
139,2914,1,153
139,3212,1,154
139,3300,1,155
139,3333,1,156
139,3345,1,157
139,3479,2,89
139,3487,1,158
139,3614,1,159
139,3694,1,160
139,3815,1,161
139,3821,2,90
139,4122,2,91
139,4123,1,162
139,4208,1,163
139,4467,2,92
139,4618,1,164
139,4655,1,165
139,4708,1,166
139,4853,1,167
139,4856,4,46
139,4909,1,168
139,4950,1,169
139,5080,1,170
139,5118,2,93
139,5153,1,171
139,5328,1,172
139,5345,6,32
139,5353,9,19
139,5361,1,173
139,5381,1,174
139,5476,1,175
139,5563,1,176
139,5644,1,177
139,5650,1,178
139,5682,2,94
139,5814,1,179
139,5945,1,180
139,6030,1,181
139,6125,1,182
139,6140,1,183
139,6211,1,184
139,6349,4,47
139,6454,18,12
139,6589,1,185
139,7088,1,186
139,7120,6,33
139,7253,1,187
139,7308,28,6
139,7345,2,95
139,7448,1,188
139,7591,21,10
139,7605,1,189
139,7619,10,18
139,7745,3,66
139,7888,1,190
139,8195,1,191
139,8251,1,192
139,8292,2,96
139,8393,1,193
139,8397,2,97
139,8430,1,194
139,8499,1,195
139,8630,1,196
139,8651,1,197
139,8980,1,198
139,8994,1,199
139,9055,4,48
139,9070,1,200
139,9364,1,201
139,9420,6,34
139,9446,4,49
139,9472,1,202
139,9506,1,203
139,9511,1,204
139,9614,1,205
139,9628,1,206
139,9655,1,207
139,9686,1,208
139,9699,6,35
139,10031,1,209
139,10113,1,210
139,10235,1,211
139,10241,41,5
139,10391,2,98
139,10419,1,212
139,10545,2,99
139,10666,2,100
139,10722,2,101
139,10742,1,213
139,10751,58,2
139,10823,4,50
139,10885,3,67
139,11057,1,214
139,11419,1,215
139,11603,1,216
139,11622,1,217
139,11646,11,16
139,11760,1,218
139,11792,3,68
139,11800,1,219
139,11938,2,102
139,12034,1,220
139,12088,2,103
139,12161,1,221
139,12268,1,222
139,12452,8,25
139,12510,1,223
139,12561,7,29
139,12655,2,104
139,12676,1,224
139,12686,1,225
139,13067,1,226
139,13134,4,51
139,13202,5,41
139,13207,6,36
139,13232,1,227
139,13290,4,52
139,13352,1,228
139,13362,7,30
139,13366,55,3
139,13686,9,20
139,13702,1,229
139,13738,1,230
139,13901,1,231
139,14185,5,42
139,14204,1,232
139,14241,1,233
139,14528,24,7
139,14734,2,105
139,14793,1,234
139,14803,1,235
139,14971,1,236
139,15433,1,237
139,15460,1,238
139,15492,1,239
139,15507,1,240
139,15517,1,241
139,15567,1,242
139,15615,1,243
139,15985,1,244
139,16149,1,245
139,16194,2,106
139,16255,1,246
139,16282,1,247
139,16393,1,248
139,16633,1,249
139,16737,13,15
139,16765,1,250
139,16798,3,69
139,16875,1,251
139,16984,3,70
139,17230,9,21
139,17247,2,107
139,17401,1,252
139,17687,1,253
139,17718,1,254
139,17759,6,37
139,17797,1,255
139,17885,3,71
139,18010,1,256
139,18064,2,108
139,18099,2,109
139,18178,3,72
139,18183,1,257
139,18209,2,110
139,18248,1,258
139,18274,1,259
139,18298,1,260
139,18455,1,261
139,18499,1,262
139,18604,1,263
139,18703,1,264
139,18773,1,265
139,18882,3,73
139,18902,1,266
139,18929,6,38
139,18948,2,111
139,18958,2,112
139,18998,1,267
139,19177,3,74
139,19733,1,268
139,19872,1,269
139,19981,24,8
139,20070,2,113
139,20128,1,270
139,20209,1,271
139,20220,1,272
139,20241,1,273
139,20580,2,114
139,20812,2,115
139,20826,1,274
139,20848,8,26
139,20962,1,275
139,21235,1,276
139,21298,1,277
139,21319,1,278
139,21334,1,279
139,21462,1,280
139,21510,1,281
139,21556,1,282
139,21616,1,283
139,21687,1,284
139,21992,1,285
139,22038,3,75
139,22055,3,76
139,22058,1,286
139,22365,4,53
139,22555,1,287
139,22756,1,288
139,22779,1,289
139,22949,1,290
139,22998,1,291
139,23407,9,22
139,23465,1,292
139,23481,2,116
139,23721,1,293
139,23894,1,294
139,24010,1,295
139,24104,1,296
139,24263,1,297
139,24373,1,298
139,24605,2,117
139,24785,11,17
139,24874,1,299
139,24925,1,300
139,24933,2,118
139,25119,7,31
139,25251,1,301
139,25456,1,302
139,25548,5,43
139,25591,4,54
139,25633,1,303
139,25717,1,304
139,25736,1,305
139,25945,1,306
139,26276,1,307
139,26356,3,77
139,26443,1,308
139,26498,1,309
139,26509,1,310
139,26636,8,27
139,26720,4,55
139,26813,1,311
139,26992,1,312
139,26999,43,4
139,27006,3,78
139,27043,1,313
139,27158,1,314
139,27224,1,315
139,27263,1,316
139,27463,4,56
139,27646,1,317
139,27827,1,318
139,27836,1,319
139,27862,1,320
139,28029,5,44
139,28428,1,321
139,28540,1,322
139,28581,4,57
139,28687,1,323
139,28774,1,324
139,28960,9,23
139,29038,1,325
139,29040,6,39
139,29070,1,326
139,29163,1,327
139,29187,20,11
139,29423,1,328
139,29437,1,329
139,29559,1,330
139,29694,8,28
139,29793,2,119
139,29798,1,331
139,29841,1,332
139,29844,1,333
139,30009,1,334
139,30187,1,335
139,30402,1,336
139,30610,1,337
139,30693,1,338
139,30810,1,339
139,30839,1,340
139,30926,1,341
139,30992,1,342
139,31013,1,343
139,31173,3,79
139,31221,2,120
139,31365,1,344
139,31372,1,345
139,31386,101,1
139,31558,1,346
139,31590,1,347
139,31729,1,348
139,32206,1,349
139,32228,1,350
139,32341,1,351
139,32361,1,352
139,32485,1,353
139,32607,1,354
139,32616,4,58
139,32649,1,355
139,32702,1,356
139,32803,2,121
139,33059,1,357
139,33182,1,358
139,33195,1,359
139,33235,2,122
139,33277,1,360
139,33350,1,361
139,33369,1,362
139,33467,1,363
139,33500,2,123
139,33543,1,364
139,33583,1,365
139,33637,1,366
139,33683,2,124
139,33708,1,367
139,33786,1,368
139,33837,1,369
139,33922,1,370
139,33955,1,371
139,34051,1,372
139,34066,1,373
139,34329,1,374
139,34355,1,375
139,34419,1,376
139,34524,1,377
139,34639,14,13
139,34683,1,378
139,34983,4,59
139,35161,4,60
139,35297,1,379
139,35343,1,380
139,35442,1,381
139,35482,1,382
139,35494,4,61
139,35545,3,80
139,35646,1,383
139,35648,3,81
139,35934,1,384
139,35996,1,385
139,36169,1,386
139,36540,2,125
139,36563,4,62
139,36667,1,387
139,36764,1,388
139,36872,1,389
139,36916,1,390
139,37109,1,391
139,37252,2,126
139,37309,1,392
139,37318,24,9
139,37333,1,393
139,37401,1,394
139,37544,4,63
139,37610,2,127
139,37672,3,82
139,37808,1,395
139,38010,1,396
139,38015,1,397
139,38031,3,83
139,38088,6,40
139,38116,2,128
139,38127,1,398
139,38129,1,399
139,38220,1,400
139,38260,2,129
139,38343,1,401
139,38351,1,402
139,38797,1,403
7368,1114,3,3
7368,1761,1,9
7368,2575,1,10
7368,3916,1,11
7368,3921,1,12
7368,4512,1,13
7368,5366,1,14
7368,5404,2,6
7368,6962,1,15
7368,8140,1,16
7368,8563,1,17
7368,8999,1,18
7368,9011,1,19
7368,9938,1,20
7368,10045,1,21
7368,10405,1,22
7368,12288,7,1
7368,13528,1,23
7368,13629,1,24
7368,15551,1,25
7368,15768,1,26
7368,15978,1,27
7368,16735,1,28
7368,18417,3,4
7368,18516,1,29
7368,18896,1,30
7368,19441,1,31
7368,19611,1,32
7368,19684,1,33
7368,21016,2,7
7368,21996,1,34
7368,22007,1,35
7368,22424,1,36
7368,22537,1,37
7368,23310,1,38
7368,23811,2,8
7368,24644,1,39
7368,26535,1,40
7368,27617,7,2
7368,27773,1,41
7368,29315,1,42
7368,30597,1,43
7368,31107,1,44
7368,31762,1,45
7368,32790,1,46
7368,33805,1,47
7368,34768,1,48
7368,35042,1,49
7368,38619,3,5
7368,38762,1,50
5271,29,1,94
5271,279,2,41
5271,329,1,95
5271,490,1,96
5271,529,1,97
5271,555,1,98
5271,689,1,99
5271,701,1,100
5271,940,1,101
5271,1058,1,102
5271,1306,1,103
5271,1380,1,104
5271,1407,1,105
5271,1459,2,42
5271,1485,1,106
5271,1504,1,107
